81.2392,21.922,624.4,93.7628,40.0577655,7.479218151,28.823,130.1,84.9,2.799,22.1,0.0877905,3.355,102.9105,271.1,59.61,18.76,7.58,0.88,0.05,0.08,3.375,0,0,1,0,0
57.5512,17.8281,518.1,148.3968,33.45167815,7.362793675,24.8425,129,123.8,2.526,24.9,0.111615,2.268,92.148,258.9,61.86,17.52,7,0.85,0.08,0.11,3.251,0,0,1,0,1
